date,KITT,P014,SA46,SA48,AZAM
1262601900.0,,5.0,6.1,5.6,
1262603700.0,,4.8,6.2,5.8,
1262605500.0,,5.3,6.0,5.6,
1262607300.0,,5.2,5.7,5.0,
1262609100.0,,5.0,5.5,4.8,
1262610900.0,,4.9,5.7,5.0,
1262612700.0,,4.2,6.0,5.0,
1262614500.0,,3.9,5.8,4.8,
1262616300.0,,4.5,5.6,4.8,
1262618100.0,,4.5,5.3,4.4,
1262619900.0,,4.1,5.3,4.4,
1262621700.0,,3.8,5.3,4.9,
1262623500.0,,4.0,5.1,5.1,
1262625300.0,,4.1,5.5,5.3,
1262627100.0,,4.4,5.5,5.1,
1262628900.0,,4.5,4.9,4.3,
1262630700.0,,4.2,5.2,4.1,
1262632500.0,,4.5,5.4,4.4,
1262634300.0,,4.6,5.1,4.1,
1262636100.0,,4.6,5.2,4.1,
1262637900.0,,4.4,5.3,4.2,
1262639700.0,,4.3,4.8,4.1,
1262641500.0,,4.1,4.4,4.0,
1262643300.0,,3.4,4.4,4.2,
1262645100.0,,3.5,4.5,4.1,
1262646900.0,,3.7,4.7,4.2,
1262648700.0,,3.9,4.5,4.0,
1262650500.0,,4.0,4.3,4.1,
1262652300.0,,4.0,4.4,4.2,
1262654100.0,,4.0,4.4,3.9,
1262655900.0,,4.3,4.2,3.6,
1262657700.0,,4.6,4.6,3.8,
1262659500.0,,4.1,4.6,3.9,
1262661300.0,,4.0,4.3,4.0,
1262663100.0,,4.1,4.6,4.0,
1262664900.0,,4.0,4.8,4.3,
1262666700.0,,4.1,4.7,5.9,
1262668500.0,,3.9,4.7,5.5,
1262670300.0,,3.1,4.9,4.2,
1262672100.0,,3.1,4.9,4.3,
1262673900.0,,3.7,4.6,4.0,
1262675700.0,,3.6,4.4,3.9,
1262677500.0,,3.7,4.9,4.5,
1262679300.0,,3.9,4.6,4.3,
1262681100.0,,3.8,4.7,3.8,
1262682900.0,,3.8,5.2,3.9,
1262684700.0,,3.9,5.0,4.0,
1262686500.0,,4.1,4.9,3.9,
1262688300.0,,4.1,5.2,4.3,
1262690100.0,,4.1,5.2,4.4,
1262691900.0,,4.4,5.2,4.2,
1262693700.0,,4.4,5.1,3.7,
1262695500.0,,4.1,5.0,3.6,
1262697300.0,,3.8,5.1,3.7,
1262699100.0,,3.1,5.1,3.4,
1262700900.0,,3.0,4.9,3.5,
1262702700.0,,3.5,4.8,3.6,
1262704500.0,,3.4,4.3,3.2,
1262706300.0,,3.1,3.9,3.1,
1262708100.0,,2.5,4.0,3.1,
1262709900.0,,2.5,4.1,3.2,
1262711700.0,,2.5,4.4,3.8,
1262713500.0,,2.6,4.2,3.7,
1262715300.0,,2.3,3.9,3.5,
1262717100.0,,2.0,4.5,3.9,
1262718900.0,,3.0,4.9,4.2,
1262720700.0,,3.7,4.6,4.2,
1262722500.0,,4.0,4.7,4.0,
1262724300.0,,4.0,4.7,3.9,
1262726100.0,,4.4,4.6,3.6,
1262727900.0,,4.4,4.7,3.8,
1262729700.0,,4.2,5.0,4.0,
1262731500.0,,4.1,5.1,3.9,
1262733300.0,,3.9,4.9,3.8,
1262735100.0,,4.1,4.3,3.7,
1262736900.0,,4.4,4.1,3.8,
1262738700.0,,4.2,4.4,3.7,
1262740500.0,,4.1,4.5,3.5,
1262742300.0,,4.2,4.3,3.2,
1262744100.0,,4.3,4.3,3.3,
1262745900.0,,4.0,4.5,3.4,
1262747700.0,,3.5,4.4,3.1,
1262749500.0,,3.3,4.3,3.0,
1262751300.0,,3.2,4.8,3.5,
1262753100.0,,3.3,4.6,3.3,
1262754900.0,,3.2,4.3,2.8,
1262756700.0,,3.1,4.7,3.4,
1262758500.0,,3.4,4.8,3.8,
1262760300.0,,3.6,4.6,3.4,
1262762100.0,,3.4,4.4,3.0,
1262763900.0,,3.4,4.4,3.2,
1262765700.0,,3.4,4.2,2.7,
1262767500.0,,3.1,4.2,2.3,
1262769300.0,,2.9,4.3,2.3,
1262771100.0,,2.7,4.3,2.5,
1262772900.0,,2.7,4.0,2.7,
1262774700.0,,2.6,3.9,2.9,
1262776500.0,,2.8,3.9,3.2,
1262778300.0,,3.1,3.9,3.0,
1262780100.0,,3.0,3.8,2.7,
1262781900.0,,2.9,3.5,2.7,
1262783700.0,,3.2,3.7,2.9,
1262785500.0,,3.1,3.6,2.7,
1262787300.0,,2.9,3.7,2.8,
1262789100.0,,3.2,3.6,2.8,
1262790900.0,,3.0,3.5,2.6,
1262792700.0,,3.0,4.0,3.0,
1262794500.0,,3.1,4.0,3.1,
1262796300.0,,3.0,3.9,3.1,
1262798100.0,,2.9,4.3,3.7,
1262799900.0,,3.2,4.3,3.6,
1262801700.0,,3.3,3.9,3.3,
1262803500.0,,2.9,4.3,3.6,
1262805300.0,,3.8,4.5,4.0,
1262807100.0,,4.6,4.5,4.3,
1262808900.0,,4.5,4.6,4.1,
1262810700.0,,4.1,4.6,3.7,
1262812500.0,,4.0,4.4,3.6,
1262814300.0,,3.9,4.3,4.3,
1262816100.0,,3.8,4.5,4.4,
1262817900.0,,3.9,5.0,4.5,
1262819700.0,,4.0,5.0,4.6,
1262821500.0,,4.3,4.9,4.4,
1262823300.0,,4.6,5.1,4.4,
1262825100.0,,4.8,5.3,4.4,
1262826900.0,,4.9,5.6,4.6,
1262828700.0,,5.1,5.8,4.8,
1262830500.0,,5.1,6.1,5.5,
1262832300.0,,4.8,5.8,5.9,
1262834100.0,,4.9,5.4,5.6,
1262835900.0,,4.9,5.4,5.3,
1262837700.0,,5.0,5.6,5.6,
1262839500.0,,5.0,5.5,6.0,
1262841300.0,,5.1,5.5,6.1,
1262843100.0,,5.2,5.6,6.5,
1262844900.0,,5.2,6.0,6.8,
1262846700.0,,5.2,6.3,6.6,
1262848500.0,,5.6,6.8,7.0,
1262850300.0,,6.2,7.3,7.5,
1262852100.0,,6.3,7.0,7.1,
1262853900.0,,6.2,7.0,7.0,
1262855700.0,,6.4,7.4,7.2,
1262857500.0,,6.3,7.5,7.1,
1262859300.0,,6.5,7.2,7.1,
1262861100.0,,6.4,7.5,7.6,
1262862900.0,,6.5,7.4,7.8,
1262864700.0,,6.9,7.1,7.6,
1262866500.0,,6.9,7.4,7.7,
1262868300.0,,6.8,7.3,8.1,
1262870100.0,,6.9,7.6,8.4,
1262871900.0,,7.1,7.7,8.2,
1262873700.0,,7.4,8.0,8.1,
1262875500.0,,7.4,7.9,7.8,
1262877300.0,,7.5,7.9,7.7,
1262879100.0,,7.3,8.3,8.1,
1262880900.0,,6.3,8.0,8.1,
1262882700.0,,5.1,7.7,8.1,
1262884500.0,,4.1,8.2,8.7,
1262886300.0,,5.3,8.3,8.9,
1262888100.0,,7.3,8.1,8.7,
1262889900.0,,7.4,8.6,9.0,
1262891700.0,,7.5,8.8,9.0,
1262893500.0,,7.7,8.2,8.7,
1262895300.0,,8.0,8.0,8.5,
1262897100.0,,8.1,8.1,8.2,
1262898900.0,,8.1,7.7,8.0,
1262900700.0,,7.9,7.4,8.0,
1262902500.0,,7.2,7.6,7.9,
1262904300.0,,6.8,7.8,8.1,
1262906100.0,,6.7,7.6,8.1,
1262907900.0,,7.3,7.4,8.2,
1262909700.0,,7.6,7.3,8.6,
1262911500.0,,7.7,7.6,8.5,
1262913300.0,,7.6,7.8,8.4,
1262915100.0,,7.5,8.0,8.3,
1262916900.0,,7.5,8.1,8.1,
1262918700.0,,7.5,7.8,7.7,
1262920500.0,,7.4,7.6,7.4,
1262922300.0,,7.0,7.7,7.5,
1262924100.0,,6.6,7.5,7.4,
1262925900.0,,6.1,7.3,7.0,
1262927700.0,,6.2,7.5,7.1,
1262929500.0,,6.2,7.7,7.3,
1262931300.0,,6.4,8.2,7.9,
1262933100.0,,7.0,8.4,7.7,
1262934900.0,,6.8,7.7,7.1,
1262936700.0,,6.3,7.1,7.2,
1262938500.0,,6.4,6.8,6.6,
1262940300.0,,6.7,7.1,6.6,
1262942100.0,,6.6,7.4,7.0,
1262943900.0,,6.5,7.5,7.1,
1262945700.0,,6.6,7.5,7.4,
1262947500.0,,6.5,7.7,7.6,
1262949300.0,,6.7,7.2,7.0,
1262951100.0,,6.9,6.7,6.2,
1262952900.0,,6.4,6.5,5.9,
1262954700.0,,6.2,6.4,6.6,
1262956500.0,,6.1,6.7,7.0,
1262958300.0,,5.9,6.3,6.5,
1262960100.0,,5.8,5.8,6.7,
1262961900.0,,5.6,5.0,6.0,
1262963700.0,,5.1,4.3,4.9,
1262965500.0,,4.5,4.5,4.6,
1262967300.0,,4.1,4.4,4.8,
1262969100.0,,3.9,4.3,5.2,
1262970900.0,,3.9,4.8,5.6,
1262972700.0,,3.7,4.2,4.7,
1262974500.0,,3.5,3.7,4.2,
1262976300.0,,3.4,4.5,5.0,
1262978100.0,,3.7,5.0,5.3,
1262979900.0,,4.1,5.1,5.2,
1262981700.0,,3.9,4.9,4.8,
1262983500.0,,3.7,4.7,4.7,
1262985300.0,,4.0,4.7,4.7,
1262987100.0,,4.1,4.6,4.8,
1262988900.0,,3.8,4.6,4.6,
1262990700.0,,3.7,4.9,4.7,
1262992500.0,,3.5,4.6,4.4,
1262994300.0,,3.6,4.0,4.3,
1262996100.0,,3.4,4.2,4.7,
1262997900.0,,3.0,4.2,4.2,
1262999700.0,,3.4,4.1,4.0,
1263001500.0,,4.0,4.1,4.0,
1263003300.0,,4.1,4.2,4.0,
1263005100.0,,3.8,4.0,3.8,
1263006900.0,,3.5,4.0,3.5,
1263008700.0,,3.6,4.1,3.4,
1263010500.0,,3.7,4.0,3.9,
1263012300.0,,3.4,3.8,4.0,
1263014100.0,,3.2,3.8,3.6,
1263015900.0,,3.3,3.8,3.9,
1263017700.0,,3.5,4.1,4.3,
1263019500.0,,3.7,3.9,3.9,
1263021300.0,,3.6,3.6,4.1,
1263023100.0,,3.2,3.5,4.2,
1263024900.0,,3.0,3.3,3.1,
1263026700.0,,3.1,3.5,3.2,
1263028500.0,,3.1,3.8,3.5,
1263030300.0,,2.9,3.8,3.3,
1263032100.0,,2.7,3.6,3.6,
1263033900.0,,2.7,3.9,4.3,
1263035700.0,,2.9,3.7,4.1,
1263037500.0,,3.2,3.4,3.6,
1263039300.0,,2.9,3.4,3.4,
1263041100.0,,2.6,3.3,3.5,
1263042900.0,,2.2,2.9,3.6,
1263044700.0,,1.9,2.5,3.7,
1263046500.0,,1.8,2.7,3.8,
1263048300.0,,1.8,2.4,3.5,
1263050100.0,,1.7,2.1,3.2,
1263051900.0,,1.8,2.5,3.5,
1263053700.0,,1.6,2.4,3.6,
1263055500.0,,1.4,2.4,3.6,
1263057300.0,,1.4,2.5,3.7,
1263059100.0,,1.4,2.2,3.0,
1263060900.0,,1.6,2.4,3.0,
1263062700.0,,1.6,3.0,3.7,
1263064500.0,,1.8,2.7,3.7,
1263066300.0,,2.2,2.3,3.5,
1263068100.0,,2.2,2.3,3.2,
1263069900.0,,2.2,2.2,2.9,
1263071700.0,,2.7,2.2,3.1,
1263073500.0,,2.5,2.4,3.6,
1263075300.0,,2.1,2.3,3.5,
1263077100.0,,1.9,2.1,3.4,
1263078900.0,,2.0,1.7,2.9,
1263080700.0,,2.4,1.4,2.8,
1263082500.0,,4.1,1.6,3.0,
1263084300.0,,3.7,2.0,2.7,
1263086100.0,,3.2,2.0,2.5,
1263087900.0,,3.4,2.1,2.3,
1263089700.0,,3.4,2.0,2.2,
1263091500.0,,3.2,1.8,2.3,
1263093300.0,,2.9,2.3,2.4,
1263095100.0,,3.0,2.6,2.7,
1263096900.0,,2.6,2.5,3.4,
1263098700.0,,2.1,2.3,3.2,
1263100500.0,,2.3,2.3,2.6,
1263102300.0,,2.4,2.3,2.7,
1263104100.0,,2.6,2.6,3.0,
1263105900.0,,2.9,2.5,2.3,
1263107700.0,,2.8,2.6,2.4,
1263109500.0,,2.8,2.6,2.9,
1263111300.0,,2.9,2.7,2.6,
1263113100.0,,3.0,3.2,3.1,
1263114900.0,,2.7,3.3,3.2,
1263116700.0,,2.8,3.4,3.3,
1263118500.0,,3.0,3.5,3.8,
1263120300.0,,3.0,3.6,4.0,
1263122100.0,,3.3,3.3,3.7,
1263123900.0,,3.5,2.9,3.2,
1263125700.0,,2.7,2.8,3.1,
1263127500.0,,2.7,2.8,3.4,
1263129300.0,,2.4,2.9,3.3,
1263131100.0,,2.5,2.8,3.2,
1263132900.0,,2.5,2.8,3.3,
1263134700.0,,2.2,2.4,2.9,
1263136500.0,,2.1,2.3,2.8,
1263138300.0,,2.2,2.7,3.2,
1263140100.0,,2.2,2.8,3.3,
1263141900.0,,2.5,2.9,3.5,
1263143700.0,,3.2,3.0,4.0,
1263145500.0,,3.4,2.5,3.7,
1263147300.0,,3.4,2.8,3.6,
1263149100.0,,3.3,3.4,3.6,
1263150900.0,,3.2,3.1,3.6,
1263152700.0,,3.6,3.2,3.7,
1263154500.0,,3.6,3.4,3.3,
1263156300.0,,3.5,3.4,3.3,
1263158100.0,,3.4,3.4,3.7,
1263159900.0,,3.1,3.5,4.2,
1263161700.0,,2.7,3.9,4.0,
1263163500.0,,2.6,4.0,4.0,
1263165300.0,,,3.6,4.2,
1263167100.0,,,3.5,4.9,
1263168900.0,,2.5,3.7,5.2,
1263170700.0,,2.3,3.7,4.6,
1263172500.0,,2.3,3.1,4.3,
1263174300.0,,2.7,3.6,4.4,
1263176100.0,,2.9,4.3,4.2,
1263177900.0,,2.8,3.8,3.8,
1263179700.0,,2.8,3.5,4.0,
1263181500.0,,2.8,3.6,4.3,
1263183300.0,,3.4,3.5,4.3,
1263185100.0,,4.0,3.6,3.5,
1263186900.0,,,3.6,3.0,
1263188700.0,,,3.5,3.3,
1263190500.0,,,4.1,4.2,
1263192300.0,,,4.0,4.3,
1263194100.0,,,3.9,5.0,
1263195900.0,,,3.8,5.7,
1263197700.0,,,3.4,5.4,
1263199500.0,,,3.9,6.1,
1263201300.0,,,3.9,6.2,
1263203100.0,,,3.9,6.3,
1263204900.0,,,4.2,6.9,
1263206700.0,,,4.3,7.5,
1263208500.0,,,3.7,7.5,
1263210300.0,,,3.5,6.9,
1263212100.0,,,3.9,7.0,
1263213900.0,,,4.1,7.8,
1263215700.0,,,4.1,7.6,
1263217500.0,,,4.2,7.1,
1263219300.0,,,4.3,7.0,
1263221100.0,,,3.9,6.8,
1263222900.0,,,3.8,6.8,
1263224700.0,,,3.9,6.6,
1263226500.0,,,4.0,6.2,
1263228300.0,,,4.4,6.0,
1263230100.0,,,4.5,5.4,
1263231900.0,,,4.0,4.2,
1263233700.0,,,4.5,4.0,
1263235500.0,,,5.1,4.4,
1263237300.0,,,4.6,4.4,
1263239100.0,,,4.6,4.3,
1263240900.0,,,4.7,4.3,
1263242700.0,,,4.6,3.9,
1263244500.0,,,4.6,3.7,
1263246300.0,,,5.5,4.6,
1263248100.0,,,5.8,4.7,
1263249900.0,,,5.8,4.4,
1263251700.0,,,5.3,4.1,
1263253500.0,,,4.8,4.1,
1263255300.0,,4.1,5.2,4.3,
1263257100.0,,4.0,5.4,4.2,
1263258900.0,,4.7,5.3,4.0,
1263260700.0,,5.0,5.7,4.3,
1263262500.0,,4.8,5.7,4.6,
1263264300.0,,4.7,5.3,4.2,
1263266100.0,,4.8,5.3,3.9,
1263267900.0,,5.2,5.5,4.4,
1263269700.0,,5.3,5.4,4.8,
1263271500.0,,5.1,5.2,4.4,
1263273300.0,,5.3,5.3,4.4,
1263275100.0,,5.5,5.7,4.4,
1263276900.0,,6.0,5.5,4.6,
1263278700.0,,5.7,4.6,4.6,
1263280500.0,,5.1,3.6,4.8,
1263282300.0,,5.0,3.4,5.2,
1263284100.0,,4.8,3.3,4.8,
1263285900.0,,4.7,3.5,4.8,
1263287700.0,,4.6,4.2,5.0,
1263289500.0,,4.9,4.9,5.0,
1263291300.0,,5.0,5.2,5.4,
1263293100.0,,5.0,5.4,5.7,
1263294900.0,,5.5,5.6,5.6,
1263296700.0,,5.4,5.1,4.9,
1263298500.0,,5.1,4.7,4.6,
1263300300.0,,5.0,5.2,5.1,
1263302100.0,,4.6,5.8,5.6,
1263303900.0,,4.6,5.8,5.6,
1263305700.0,,4.8,5.6,5.2,
1263307500.0,,4.5,5.1,4.7,
1263309300.0,,4.3,5.3,4.9,
1263311100.0,,4.1,5.6,5.3,
1263312900.0,,4.4,5.6,5.6,
1263314700.0,,4.7,6.0,6.2,
1263316500.0,,5.0,6.0,6.0,
1263318300.0,,5.6,5.6,5.7,
1263320100.0,,5.3,6.5,6.5,
1263321900.0,,5.6,6.9,6.8,
1263323700.0,,6.1,6.5,6.6,
1263325500.0,,5.9,6.2,6.4,
1263327300.0,,5.6,6.0,6.3,
1263329100.0,,5.9,6.1,6.3,
1263330900.0,,6.4,6.0,6.3,
1263332700.0,,5.9,6.5,6.7,
1263334500.0,,,6.8,6.6,
1263336300.0,,,7.0,6.6,
1263338100.0,,,6.8,6.4,
1263339900.0,,,6.2,6.1,
1263341700.0,,5.4,6.3,6.0,
1263343500.0,,5.5,6.6,6.0,
1263345300.0,,6.2,6.8,6.3,
1263347100.0,,6.7,6.9,6.6,
1263348900.0,,6.9,6.9,7.1,
1263350700.0,,6.6,6.9,7.6,
1263352500.0,,6.3,7.0,7.7,
1263354300.0,,6.5,7.3,8.2,
1263356100.0,,7.2,7.9,8.2,
1263357900.0,,7.2,8.2,7.7,
1263359700.0,,7.2,8.0,7.6,
1263361500.0,,7.6,8.0,7.5,
1263363300.0,,7.8,8.7,8.0,
1263365100.0,,7.0,8.6,8.4,
1263366900.0,,6.4,7.6,8.1,
1263368700.0,,7.0,7.1,7.6,
1263370500.0,,7.6,7.5,7.3,
1263372300.0,,7.8,7.7,7.2,
1263374100.0,,7.4,7.8,7.1,
1263375900.0,,7.1,8.3,7.5,
1263377700.0,,7.9,8.8,8.0,
1263379500.0,,8.2,8.9,8.2,
1263381300.0,,8.6,8.6,8.0,
1263383100.0,,8.4,8.2,7.3,
1263384900.0,,7.7,7.9,6.8,
1263386700.0,,7.5,8.6,7.3,
1263388500.0,,,9.3,7.5,
1263390300.0,,,8.9,7.5,
1263392100.0,,,8.6,7.7,
1263393900.0,,,7.8,7.1,
1263395700.0,,,8.0,7.1,
1263397500.0,,,9.2,8.5,
1263399300.0,,,9.3,8.9,
1263401100.0,,,9.3,8.8,
1263402900.0,,,9.2,8.6,
1263404700.0,,,9.0,8.3,
1263406500.0,,,9.4,8.3,
1263408300.0,,,9.4,8.6,
1263410100.0,,,9.1,8.7,
1263411900.0,,,9.4,8.7,
1263413700.0,,,9.7,8.5,
1263415500.0,,,9.2,8.2,
1263417300.0,,,9.0,8.0,
1263419100.0,,,8.4,7.2,
1263420900.0,,,7.7,6.2,
1263422700.0,,,7.5,6.2,
1263424500.0,,,6.8,6.3,
1263426300.0,,,6.3,6.1,
1263428100.0,,4.5,6.0,5.4,
1263429900.0,,4.5,5.4,4.8,
1263431700.0,,5.0,5.5,5.3,
1263433500.0,,5.4,5.7,5.2,
1263435300.0,,5.5,6.1,5.3,
1263437100.0,,5.4,6.8,5.9,
1263438900.0,,5.0,7.1,6.3,
1263440700.0,,4.8,7.1,6.9,
1263442500.0,,4.2,5.7,7.0,
1263444300.0,,4.1,5.3,6.9,
1263446100.0,,4.9,6.4,7.4,
1263447900.0,,5.7,7.6,8.4,
1263449700.0,,7.2,8.9,9.4,
1263451500.0,,9.1,9.5,10.4,
1263453300.0,,10.2,9.8,10.3,
1263455100.0,,9.9,10.0,8.9,
1263456900.0,,9.5,10.9,8.8,
1263458700.0,,9.5,11.7,9.0,
1263460500.0,,9.3,11.5,8.9,
1263462300.0,,8.8,11.3,9.6,
1263464100.0,,8.4,11.3,10.2,
1263465900.0,,8.6,11.5,10.4,
1263467700.0,,9.3,11.6,10.5,
1263469500.0,,9.6,10.9,9.8,
1263471300.0,,9.2,10.6,9.8,
1263473100.0,,8.5,10.9,10.7,
1263474900.0,,8.4,10.5,10.4,
1263476700.0,,9.0,10.9,10.7,
1263478500.0,,9.4,11.1,11.0,
1263480300.0,,9.1,10.6,10.0,
1263482100.0,,9.0,11.2,10.3,
1263483900.0,,8.8,11.1,10.4,
1263485700.0,,8.5,10.9,10.3,
1263487500.0,,8.5,11.1,10.5,
1263489300.0,,8.2,10.4,9.6,
1263491100.0,,8.3,9.5,9.1,
1263492900.0,,8.2,9.4,9.8,
1263494700.0,,7.8,9.6,9.9,
1263496500.0,,7.3,9.2,9.7,
1263498300.0,,6.7,9.5,9.6,
1263500100.0,,6.9,9.5,9.0,
1263501900.0,,7.0,8.7,8.2,
1263503700.0,,6.9,8.7,8.0,
1263505500.0,,6.7,9.3,8.0,
1263507300.0,,6.4,9.6,7.9,
1263509100.0,,6.1,9.4,7.7,
1263510900.0,,6.5,9.8,7.9,
1263512700.0,,7.6,10.6,8.1,
1263514500.0,,8.2,10.7,8.1,
1263516300.0,,8.4,10.5,8.2,
